param m := 100;

param n := 100;


param fixo := 200 ;

param CAP := 20;

param matrix :	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	:=
20	47.4	57.9	34.8	0	112.2	123.7	0	129.6	42	0	0	0	44.5	0	79.7	44.1	45.7	0	0	33.5	7	37.2	123.9	58.9	109.2	27.6	0	0	84.2	45.6	49.3	49.9	44.8	44.5	93.7	0	31.6	41.3	11.2	30.4	0.3	108.3	8	0	60	0	80	8.1	111.8	104.2	0	0	93.7	0	55.9	46.4	61.3	0	0	65	10.2	0	0	0	108.4	101.3	5.9	8.2	2.4	0	0	135	0	21.3	40.7	58.7	36.5	59.3	38.7	24.6	131.8	80.8	88	0	41.3	23.1	16.5	0	5.1	0	0	86.5	0	0	48.1	108.3	123.2	0	0	0	
21	93.9	43	22.3	82.4	75	90.6	58.5	130.9	115	130.9	1	6.9	3.8	127	114.1	73.8	129.1	17.1	48.7	31.4	59.2	126.2	0	0	0	0	0	124.3	34.4	122.1	6.1	137.8	46.8	46.8	53.8	84.1	123	0	11.1	29.6	15.5	30.5	12.2	42.5	110.8	89.2	9.7	44.6	65.5	73	0	48.5	0	0	18	0	0	18	104.4	5.3	22.8	0	56.7	108.9	100.8	0	83.7	52.9	62	92.6	0	113.4	94.2	57.4	8.6	83	122	0	0	5	68.8	0	13.3	74.3	82.5	0	0	81.8	0	0	32.4	35.6	0	55.2	53.3	39	0	0	0	0	
22	0	32.6	131.4	0	69.7	0	1.4	128.5	0	120.7	106.5	0	47.6	121.7	74.1	71.6	60.8	132.9	106.8	65.1	130.5	104.5	60.5	50.9	116.4	85.5	82.2	98.8	32.5	26.8	134	0	0	67	124.8	4.1	0	0	9.2	88.7	120.3	0	127	118	134.8	89.1	120.3	87.3	78.2	35.4	0	0	0	0	15.8	21.7	59.1	85.6	101.5	67.2	12.1	0	0	101.5	73.6	91.2	77.4	0	0	120.9	119.2	72.6	0	0	0	101.4	57.6	0.4	26.7	66.6	91	0	0	46.1	16.9	28.5	0	49.5	36.5	5.5	19.3	25.2	27.8	7.6	128.9	102.4	125.3	0.1	0	55	
23	31.2	74.7	78.8	97.9	0	102.7	0	0	41.7	89.1	70.8	55.7	0	0	46.4	112.2	0	74	119.6	0	28.5	16.1	68.7	57.2	30.7	0	0	0	130.1	108.1	42.3	0	0	20.4	33.6	0	0	95.8	0	0	102.4	14.6	111.8	16	6.2	0	58.1	24.7	0	70.8	19.9	0	37.7	0	0	68.6	80.7	82.1	41.9	0	110.9	125.5	33.1	130.8	0	16.2	37.3	55.1	0	79	0	36.2	111.6	33	55.6	0	73.1	0	39.1	79.8	62.8	107.2	105.6	13	1.7	0	103.4	0	129.1	26.9	122.4	139	0	0	19.6	140.7	132.8	6.7	37.1	130	
24	51.6	0	134.1	92	118.1	0	43.2	5.1	62.3	5.3	140.4	32.5	115.9	1.1	81	0	48.8	90	0	21.9	72.5	0	0	109.9	0	0	0	0	35.2	117.6	116.6	0	0	0	117.7	136.7	0	9.4	106.9	125.6	96.3	102.1	0	112	72.4	113.7	133.6	0	115.3	13.8	0	49	0	27.7	22.8	0	0	28.2	0	0	94.2	127.9	0	91.9	0	112.5	100.8	26.8	7.4	102.7	0	73.3	5.9	0	0	0	118.7	111.8	142.4	33.5	19.4	60.8	86.5	118.5	13.8	0	96.2	0	0	0	18.9	2.3	107.7	9.8	42.8	141.1	66.2	48.8	86.5	86.9	
25	0	0	135.2	0	71.6	0	140.4	136.6	98.4	0	0	0	82.9	0	0	43.5	12.7	0	35.8	88.8	56.9	41.9	116.1	72.1	1.9	95.1	70	82.6	119.3	120.6	69.8	0	27.7	75	8.7	25.4	132	0	139	35.9	35.1	48.1	70	132.7	0	86.9	0	114.3	84	60.7	18.8	122.9	0	5.5	0	50.3	0	0	128.5	17.7	0	6.9	0	0	141.5	127.8	0	115.5	123.3	0	0	113.5	73.4	0	13.1	9.6	0	0	15	121.4	88.7	0	95.1	134.2	100.5	0	90.5	122.2	0	129.6	103	64	0	11.5	71.5	23.7	142.8	89.5	98.1	127.2	
26	35.4	74.7	82.8	125.3	142.7	115	115.2	32.1	90.5	47.5	64	66	137.1	0	0	0.8	62.1	0	76.4	68.9	0	117.5	0	0	99.1	76.6	141	92.9	69.7	64.2	66.8	0	60.8	123.5	134.5	61.8	0	63.7	0	106.3	128.6	0	106	6.3	38.2	46.5	0	110.3	116.5	71	0	141.3	0	0	87.5	68.1	68.4	11.9	10.6	71.7	0	0	137.3	0	32.3	84.8	92.1	113.8	99.4	94	66.8	0	17.8	71.3	66.2	82.5	21.1	46.8	0	0	25.7	132.9	55.9	65.7	0	85.4	0	0	114.5	110.1	48.9	99.4	120.8	120.3	0	0	64.8	112.3	0	46.6	
27	129	51.3	68.5	32.5	0	102.2	8.7	116.6	133.7	140.7	0	140.4	21.7	52.5	0	0	123.3	0	51	85.8	28.2	1.9	51.4	20.5	0.6	75.7	137.1	25.6	0	55.6	11.2	13.9	83.6	17	0	0	51.5	0	0	0	136.6	45.4	48.8	27.2	0	41.2	10.4	85.6	120.7	59	0	48.2	127.9	55	0	53.5	27.2	0	108.1	91.9	0	37.1	55.9	98.2	0	61	113.4	33.3	60.5	82.1	37.8	0	0	110.6	0	0	109.2	0	59.9	0	56.7	128.5	60.3	70.4	92.1	81.3	28.1	0	0	29.3	138.3	92.7	32.8	19.1	0	110.4	20.8	121.8	49.6	90	
28	12.7	56.7	53.5	0	6.6	131.7	73.9	49	26.3	62.9	0	0	73.5	0	60.3	0	139.2	86.9	111.2	98.4	0	0	132	128.3	0	72.8	130.4	76.2	8.6	139.8	110.5	85.9	46.7	0	48.5	137.5	53.5	1.1	24.8	93.2	6.9	66.1	0	77	80.4	42.9	0	23.5	32.3	116.7	0	65.7	96.2	0	0	110.6	110.4	13.3	15.2	0	123.9	0	63.1	0	64.4	33.8	68.3	63.1	0	78.3	52.8	0	0	121.5	0	0	32	0	0	99.5	104.5	0	0	0	123	102.2	40.6	58.7	68.8	49.6	0	0	0	126.3	13.6	79.7	0	54.3	68.3	0	
29	70.1	129.2	86.4	37.7	5.7	25.3	8.3	0	119	0	0	41	0	40.2	32	0	67.8	130	71.2	64.6	132.7	83.6	29.1	112.8	0	136.4	93.2	0	15.4	0	11.2	125.4	0	121	33.8	0	0	128.1	142.8	46.9	111	1	6.5	31.1	44.7	0	0	0	0	82.6	0	51.7	0	1.9	0	0	0	0	0	40.5	14.2	37.1	0	0	29.8	76.3	88.8	17.3	95	78.2	0	0	0	111.6	13.1	136	42.3	96.8	57.4	66.9	0	0	17.3	78.5	0	113.9	0.2	51.3	108.9	24.5	102	43.5	0.4	0	37.4	0	15.9	0	0	29	
30	0	77.9	127.1	111.7	129.3	0	0	74.5	0	132.1	59.9	0	76.5	0	26.2	25.6	118.6	0	102	133.1	0	20.6	0	124.6	126	112.7	0	0	97.4	132.5	25.5	23.9	0	0	14.6	104.9	51.4	35.2	0	0	9.5	41.1	81.8	7.6	135.8	107.8	0	109.6	7.7	0	112.1	75.6	20.6	34	5.2	0	72.2	27.5	108.4	69.1	0	0	39.9	79.5	90.2	93.7	123.1	0	0	118.1	110.2	10.5	133	0	0	0	0	6.2	107.8	124.9	36.9	11.7	126.8	94.9	20.2	0	99.5	53.2	0	42.1	133.9	128.1	99.4	75	103.1	101.2	56.9	20.6	51.3	29.5	
31	132.2	100.7	0	0	0	0	83.8	0	124.7	120.7	0	37.4	102.1	96.6	36.9	117.8	142.9	0	0	97.5	5.2	0	68.6	0	78.6	74.9	77.1	38.8	54.3	0	132	0	61.5	95	0	0	0	0	53.5	45.8	0	115.7	0	140.3	37.5	0	0	79.8	0	0	0	51.1	0	0	115.8	0	41.8	70	0	140.5	128.7	0	0	0	43.3	30.2	3.4	31.2	99.7	42	120.7	0	4.6	0	0	0	0	58.9	117.1	0	12.6	67.7	14.5	0	0	0	0.2	86.4	137.3	0	0	0	0	12.6	0	0	23.5	106.9	44.9	109.7	
32	0	80	0	0	80.9	21.8	115.7	77.6	0.7	0	80.3	0	77.9	0	0	102.6	90.2	110.6	111.3	140.7	0	92.3	0	46.5	62	0	0	0	0	48.5	0	69.9	0	0	2.8	0	0	0	129.7	92.4	42.6	120.7	93.9	49.7	0	0	38.6	133.5	113.3	124.1	0	0	139	139.7	109.2	0	31.9	0	0	125.1	88.4	32.2	13.2	7.2	121.6	128.1	131.3	0	0	43	38.3	0	142.4	0	0	85.7	0	0	0	39.2	0	0	112.3	0	0	0	106	0	0	11	93.7	0	86.3	109.2	104.8	72	132	116.5	24.6	0	
33	0	0	32.4	39.6	107.6	45.3	89	0	0	112.1	69.6	0	0	86.8	4.3	112.8	0	10.5	26.5	0	0	12.5	0	131.1	94.2	0	75	100.7	0	130.5	112.1	131.9	59.7	62.4	53.7	0	138.1	9.3	12	47.6	0	4.4	10.1	0	32.3	46.9	137.7	0	26.6	125.4	85.1	35.9	0	79.7	134.7	34.8	96.8	0	69.4	0	0	2.4	1.2	0	103.4	50.5	0	0	0	0	25.1	137.4	58.9	98.4	136.3	94.8	0	0	72.7	80	0	74	0	74.9	0	0	21.7	36.6	53.8	2.2	108.7	7.4	0	0	97.6	0	0	47.6	139.6	0	
34	87.9	0	103.3	93.2	0	67.1	134.5	0	43.7	131.5	63.7	18.2	0	3.1	0	0	129.2	91.6	6.9	0	0	94.1	47.5	98.5	34.5	93.6	101.6	0	33.1	57.2	18.6	0	139.1	42.8	114.4	136.2	79.5	37.3	18.3	41.5	134.1	50.3	0	137	0	90.5	0	57.5	4.8	114.4	0	10.6	70.1	102.4	0	11.3	0	27.5	69.9	0	103.3	0	25.6	76.7	78.3	2	67.4	119.3	136.6	56.5	40.2	0	109.9	0	133.1	14.6	28.2	0	72.4	19.9	0	15.2	0	7.8	136.5	32.5	3.7	66.4	27.5	19.8	50.3	104.1	142.6	0	109.3	21	39.9	51.8	12.5	0	
35	82.1	140.2	113.6	81.1	0	104.6	0	0	0	63.3	0	66.6	116.6	104.4	0	0	0	91	76.4	58	5.5	0	0	0	17.1	118.3	72.3	0	94.8	15.9	0	60.6	107.6	0	32.7	0	0	18.6	48.6	0	71.8	51.5	34	0	80.6	0	0	99.6	93.9	35.9	73.1	91.1	10.5	0	0	101.7	0	0	0	37.7	0	6.3	86	33.3	0	47.2	4.8	69.6	0	94.5	22.9	22	0	82.3	47	28.5	34.3	28.9	48.9	137.3	32.6	43.7	109.9	26.5	77.3	27.2	93.2	16.4	20.3	0	89.4	102.6	114.1	80.1	0	67.1	15	128.1	52.5	60.4	
36	71.4	0	104.4	87.9	0	0	69.8	81.5	56	9.3	0	27.7	33.9	90.6	128.3	22.8	59.3	0	0	0	127.5	0	0	9.4	0	0	0	71.5	0	0	0	0	8.2	0	108.1	140.6	0	4.4	57.1	90.2	17.7	95.5	17.4	3.3	134.5	50.7	21.3	0	0	87.9	46.2	0	0	23.2	0	13.2	46.5	23.7	25.1	61.9	88.2	11.1	0	0	0	108.1	81.6	0	0	103.2	38.3	0	28.4	81.4	74.4	59.7	85.5	136.4	128.3	49.9	54.6	0	82.5	136.5	37.4	93.5	101.9	107.9	0	0	0	0	97.9	0	131.7	90	0	18	99.4	0	
37	86.7	14.8	83.3	84.7	3.9	66.1	49	32.3	119.3	106.9	95.9	102.5	47.4	138.2	115.9	133.4	0	7.4	60.8	0	42.1	38.5	5.4	0	71.2	0	123.5	116.7	41.2	83.7	126	0	0	6.4	0	113.4	114	23.3	91.4	118.2	0	34.7	23.1	5.8	69.3	65.2	0	0	81.6	43.1	121.3	44.1	0	0	105.2	65.9	5.6	0	65.4	114.9	75.4	100.8	122.4	62.5	136.8	0	92.1	16.7	135.6	68.8	70.9	0	105.1	72.1	53.8	51.7	87	91.7	119.5	64.8	0	135.7	93.4	84.4	0	61	18.7	41.7	81.9	0	77.9	54.2	113.6	0	33.1	82.5	62.4	2.4	0	0	
38	0	125.9	0	97.1	0	82.2	97.6	0	79	140.9	0	96.5	83.4	0	0	6.9	106	10.3	39.2	132.4	112.7	47.7	58.8	38	68.5	127.9	107.6	0	0	0	64.7	115.9	4.9	0	120.6	127.4	55.2	103.7	76.4	0	76.5	63.2	1.3	0	52.2	133	36.2	59.5	57.9	106.8	56.6	49.5	0	130.1	0	0	0	104.1	0	87.6	0	74.6	0	0	0	0	123.2	0	55.4	0	89.7	129.8	0.1	128.1	0	72.4	13.2	141.6	0	0	133.2	34.2	0	133	125.4	0	29.7	44.2	0	30.4	97.1	130.3	53.8	55.3	0	59.8	74.7	125.9	76.3	72.4	
39	0	28	66.5	0	7.5	115.3	0	16.3	1.1	21.5	8.6	112.7	8.7	124.5	0	1.3	17.9	0	21.2	90.3	40.9	77.2	135.4	32.1	0	136.3	81.2	129	5.9	0	0	0	135.4	0	70.9	114	61.6	92.7	44.2	0	0	19	0	26.7	25.1	131.4	83.6	73.2	136.1	0	66	0	39.7	0	30.1	139.1	84.6	0	2.3	0	22.5	39.4	91.8	94.5	94.8	22.4	0	22.9	0	115.8	60.6	49.4	0	0	133	125.9	2.6	0	126.7	100.3	0	0	94.6	0	122.2	0	136.9	0	124.9	132.7	0	61	9.7	0	0	0	36	11.8	0	37	
40	16.6	118.7	0	52.5	138.1	10.7	10.2	0	59.8	15.5	105.3	81.4	84.1	49.5	0	3.5	39.3	55.9	33	134.1	0	23.4	0	134.3	102.4	95.6	9.9	120.1	12	0	115.6	12.7	0	0	5.8	41	53.6	21.8	47.6	0	0	2.6	91.3	70.3	127.4	113.9	0	0	0	74.3	138.2	31.8	23.9	49.8	112.2	93.2	70.5	138	47.3	8.5	55.2	84.9	83.4	126.4	128.8	135.6	0	60.8	86.8	54.6	9.4	20	0	20.3	49.5	130	0	109.1	37.6	71.1	27.6	10	12.1	0	54.5	0	0	0	0	0	0	0.6	86.9	0	43.5	73.1	42.5	45.6	93.7	0.6	
41	40.4	0	10.4	0	135.2	124.5	63.7	126.7	47.2	48.5	0	135.1	0	116.4	119.7	51.2	0	0	137.2	0	0.5	63.5	49.5	126.5	108	117.9	98.9	0	51.6	0	1.8	64.5	0	81.1	137.1	96.6	4.4	0	142	113.8	0	120.3	132	107.7	37.4	95.3	0	45.4	0	51.3	0	25.5	141.2	141.9	110.6	129.2	72.2	28.8	0	0	131.9	123.1	63.4	89.2	124.7	129.4	52	0	0	109.1	0	125.6	79.3	124.2	94.7	0	108.9	0	138.6	0	114	0	0	0	119.3	132	112.2	136.2	84.1	123.7	0	29.9	41.2	112.1	0	0	111	90.4	94.2	73.4	
42	0	0	0	110.1	0	139	0	0	44.4	0	24	0	138.7	0	81.3	0	0	0	67.6	70.5	5.5	75.9	4.1	0	66.4	0	75.1	80.6	0	0	90.7	108.7	89.7	22.6	0	42.6	0	0	1.6	53.5	76.4	57.6	24	77.5	0	127.9	37.9	0	95.3	90.6	113.2	0	123.6	93.6	4.9	129.8	65.3	0	0	108.7	0	68.4	113.1	98.1	21.8	59.6	2.6	120.3	84.7	67.7	101.6	0	13.5	84.9	48.8	43.5	112.3	140.6	74.8	16	76.1	0	99.7	114.9	0	20	13.1	91.6	0	47.7	116	124.1	129.9	48.2	0	11.4	74.5	81.3	138.1	0	
43	0	0	71.9	71.5	52.2	0	16.5	60.3	0	1.6	27.2	117.5	0	116.2	90.6	132.1	38.8	0	26.8	97.9	46.5	79.8	0	0	0	79.6	0	31.7	8.3	84.6	51.2	0	88.7	141	35.9	27.7	90.4	126.5	0	0	0	141.4	0	66.5	0	28.6	0	0	66.1	54.6	0	125.1	111.2	3.1	0	0	35.7	98.9	1.8	0	138.9	106.4	33.4	5.4	44.1	52.8	132.8	0	13.4	115.9	114.6	16.2	0	38.3	89.7	129.9	97.8	130.2	40	110.6	0	1.8	132.4	79.9	39.2	33.3	98.4	0	66.3	83.6	56.4	127	136.6	63	80.1	56.7	140.1	111	20	102.8	
44	76.5	53.1	0	0	0	64.8	24.4	127	0	87.7	11.5	120.4	20.2	63.2	0	107.6	93.8	0	0	18.9	0	128.5	34.9	0	25.2	113	0	3.2	0	44	86.3	63.6	83.9	56.9	92.9	8.4	58	61.1	40.3	133.6	61.5	0	84.5	39.6	9.7	108.1	55.9	120.5	0	119.6	1.6	0	43.8	9	0	61.5	0	119	61.9	0	25	0	12.6	141.6	22.3	0	0	129	113.9	0	0	11.7	132	98.3	0	72.6	0	53.3	0	31.5	45.4	61.4	10.6	0	140.5	71.4	123.7	30	4.8	0	0	126	0	34.8	0	45.8	35.7	31.4	107.2	113.3	
45	67	37.5	43.9	0	19.9	30.2	41.8	104	134.8	136.3	83.7	23	0	83.8	103.8	0	92.1	72.5	0	43.1	0	64	78.3	79	0	86.6	12.9	0	135.9	81.1	0	36.9	0.1	60.7	0	0	46.3	82.1	58.6	130.9	39.6	0	77.3	14.5	0	70.3	0	0	0	56.1	0	0	39.3	121.6	141.1	102.2	78.5	0	7.9	134.2	68.4	0	0	0	63.9	0	96	54.2	121.9	0	91.1	110.9	0	139.6	0	108.5	135.6	0	46.2	0	0	0	85.3	69.5	78.3	102.1	61.7	47.4	44.7	95.8	0	0	122.5	42.4	0	103.9	127.8	0	0	78.3	
46	11.3	15.4	95.2	87.9	26.6	25.8	92.2	139.6	0	125.6	120.7	56.9	95.6	75.7	0	0	135.7	21	109.3	80.7	0	17.3	0	0	23.1	0	55.4	136.6	0	56.6	17.7	86.4	111.6	73.5	35.9	4.8	111.6	38.1	120.6	116.1	0	93.9	0	17	0	40.1	84.1	70.7	7.7	34.6	63	108.8	67.7	19.3	0	47	44.5	8.3	62.7	62.1	21.9	124.7	0	0	79.3	4.1	29.9	108.9	0	0	72.5	0	0	40.5	127	34.9	0	0	21.5	0	82.1	140.8	83.1	93.2	22.8	0	0	12.1	51.5	4.1	0	0	6.5	0	0	0	0	0	138.6	0	
47	14.2	0	33.9	31.7	21.8	54.1	0	135.9	36.9	89.1	110.5	5.9	122.4	0	54.7	0	0	0	87	27	56.2	71.9	0	0	71.3	126.7	137.3	0	0	60.1	41.9	141.1	16.5	0	0	75.7	0	65.8	0	49.9	66.8	0	0	35	0	28.5	76.1	104.9	32.4	89.1	142.3	0	48.1	42.3	0	33.2	0	0	0	0	0	104.7	0	0	0	0	97.2	108.2	140.9	130.5	99.8	63.5	123.7	45.2	133.4	0	73.7	16.7	46.1	41.9	89.5	72.9	124.5	0	0	110.2	107.5	0	112.3	142.7	0	0	100.7	119.2	83.7	71.5	115.3	108.5	9.7	139.6	
48	3.3	0	26.5	0	54.6	52.8	3.2	105.9	74.8	139.9	29.6	0	0	0	0	0	0	0.5	2.7	128	130.3	0	21.3	0	0	77.2	123.3	35.3	59.5	38.7	21.7	0	20.4	71.9	0	0	8.2	48.5	56.4	0	100.3	0	19.2	131.8	0	84.5	56.6	25.1	0	88.5	8.4	86.1	56.7	87.8	0	35.2	0	58.6	0	0	116.1	10.2	0	104.8	5.1	78.6	93.8	0	101.3	0	10.4	0	87.9	0	11.6	0	91.6	0	3.6	76.5	89.1	80.4	0	40.4	16	0	28.4	0	13.6	0	138.6	127.8	0	17.9	0	33.9	131	12.5	35.2	0	
49	79.2	0	0	81.8	138.4	7.8	81.4	126.1	53.5	100.8	94.7	0.7	5.3	0	9.8	139.1	69.2	38.6	40.9	128.8	0	89.4	35.5	0	0	74.1	0	55.2	0	0	0	85.3	36.1	0	0	4.5	47.6	0	40.1	111.6	71.4	0	82.7	0	23.6	15.1	0	30.9	0	110	0	74.7	102.4	126.8	134.8	0	0	0	0	0	80.8	68	21.2	136.4	0	75.8	135.8	0	0	130.4	67.3	0	0	94.8	42.1	64.5	54.9	102.3	0	36.4	74.7	82.7	0	127.5	20	0	0	30.5	126.8	35.3	92.6	68.2	0	0	0	0	55.3	109.9	11.1	111.5	
50	106	0	0	0	9.9	17.8	43.9	0	103.5	17.3	0	17.6	7	109	0	0	112.8	131.8	86.5	54.3	0	34.1	5.3	85.6	63.9	0	133.7	70.5	106.4	102.7	0	130.1	76.8	0	6.1	12.5	0	0	125.5	7.1	70.3	76.9	26.4	0	132.9	0	56.6	0	0	56.1	134.1	42.9	0	48.9	22.7	0	0	0	78.8	0	91.3	82.6	36.9	105.2	116.4	0	0	28.2	16.8	81.9	0	50.9	0	80.5	0	134.4	13.6	0	141.7	61	33.8	79.8	32.6	108.8	0	0	125.8	95.5	106.3	84.4	0	126	109.4	94.4	79.9	134.5	142.2	0	0	56.6	
51	0	110.2	78.3	78	64.7	104.2	0	114.7	18.7	139.6	132.6	0	29.4	63.2	131.5	89.8	128.1	0	125.5	0	0	0	66.2	0.7	0	89	113.5	0	0	18.2	0	34.6	106.2	0	0	81.4	104.3	107.4	135.4	141.1	10.2	0	0	27.3	35.2	54.4	128.6	25.2	43.6	0	138.5	92.2	136	49.5	60.7	0	0	30.4	18.9	0	106.5	0	0	31.1	98.3	0	94.4	0	80.6	119.6	4.4	0	95.7	0	0	131	66.1	18.5	0	99.8	81.9	86.3	0	0	0	82.6	62.8	67.8	49.6	77.5	139.2	126.3	122.3	120.6	99.2	20.7	0	3.6	10.9	54.6	
52	104	23	0.6	97	105.5	0	62.4	55.9	116.6	0	62.2	76.5	92.4	18	48.3	68.9	0	60.5	22.1	83.3	118.1	16.4	139.4	0	93	134.2	0	0	65.6	67.2	137.8	0	73.9	0	0	17.7	84.3	0	46.3	0	24.3	75.1	0	62.7	48.1	53.6	0	115	50.8	0	0	79.3	137.4	0	114	11.5	73.3	51.2	0	119.1	142	0	0	113.4	0	54.5	0	79.5	94.5	0	31.3	0	5.1	73.6	73.9	104.3	0	0	0	0	102.3	0	53.5	26.5	94.4	0	0	42.5	0	110.9	0	136.9	24.8	0	0	141.9	141.7	12.9	76	6.3	
53	8.8	97.3	61.2	0	0	0	6.3	72.5	0	63.9	61.6	44.8	0	21.8	82	95.7	64.1	73.5	90.7	67.2	99.3	0	0	9	73	8.7	85.9	63.9	62.2	30.8	112.6	24.1	0	110.9	42.7	127.5	45.2	0	71.5	140.6	48.3	87.1	71.8	0	99.6	138.3	40.1	96.4	0	0	122.8	73.6	136.7	91.8	66.7	129.2	104.9	35.2	32.9	125.1	0	0	0	53.6	68.7	17.6	0	106.4	0	0	84.8	76.7	120.4	108	58.5	141.9	99.9	0	0	0	0	123.7	87.2	87	30.6	124.8	0	80.6	118.3	73.9	34.4	0	113.8	33.2	34.4	0	0	131.4	50.8	0	
54	84.3	0	136.1	77.3	83.5	115.9	42.8	0	53	140.2	64.5	85	0	119.2	0	5.5	24.3	138	90.4	22.7	110.5	34.1	74.1	30.5	0	3.3	87.3	0	112.9	0	8.7	99.6	93.7	0	7.2	0	132.3	81.2	53.2	1.5	30.1	0	39.4	62.4	49.6	112.8	0	73.8	0	63.5	116.8	0	0	76.1	82.4	132.5	22	105.7	0.1	70.3	0	83.6	137.7	0	81.9	17	90.4	0	51.9	93.6	87.2	142.5	0	35.9	93.2	49	0	48	0	0	99.7	129.4	71.9	34.5	86.9	22.6	6.2	140.9	97.3	68.6	53.1	0	0	55.7	10.2	0	35.2	137	96.8	76.8	
55	74.2	0	20.9	0	92.2	33.7	16.8	77.9	46	0	50.2	136	4.7	36.4	127.1	8.3	89.3	130.6	25.2	108.9	131.3	0	23.2	139.7	0	1.8	87	92.6	0	0	92.6	12.5	131.8	135.4	95.4	12.2	39.3	0	133.8	49.6	0	129.5	0	51.8	117.2	87.7	0	0	68.4	20.4	0	0	101.4	80.5	137.8	0	0	50.5	62.8	25.3	0	0	0	138.2	126	52.4	0	109.5	47	45.4	10.8	0	37.6	134.4	25.8	0	85.7	0	68.4	6.4	31.6	28	0	0	0	138.2	59.7	63.1	46.9	136.6	127.3	110.2	0	129.6	0	71.7	46.2	10.8	0	2.7	
56	141	0	0	0	0	0	142.4	71.6	136.8	18.6	0	51	13.8	95.6	65	0	0	141	72.3	102	90.6	104.6	115.8	0	89.2	0	57.6	101.8	0	0	108.4	100.7	0	36.6	24.3	51.9	0	85.5	0	106.3	8.8	0	120.4	83.3	96.3	55.7	0	108.1	0	52.9	54.5	142.4	78.8	0	33.5	93.6	127.5	87.5	39.2	137.8	53.3	0	33.8	15.2	52.3	107.1	0	15.7	9.2	0	41	74.6	19.3	70.8	2.1	106.1	0	123.3	127.3	60.1	57.7	138.5	0	19.4	23.7	83.5	130.1	17.2	44.7	108.5	48.6	0	38	5.7	104.2	51	0	141.4	134.7	139.6	
57	120.7	0	134.6	41.1	129.7	80.9	29.8	93.6	32.6	0	136	86.4	58.5	65.6	2.1	141.3	26.5	129.9	50.9	140.6	0	35.4	122.4	74.5	0	88	35.1	0	115.4	128.1	0	21.6	89.9	0	0	33.8	2.9	35.5	0	93	0	7	36.7	107.5	49.8	0	110.9	0	120.3	129.2	82.9	42.3	63.4	88.5	0	68	0	79	44.7	0	132.9	0	0	29.5	62.6	8.3	0	48.1	106.9	100.2	115.8	6.2	74.9	127.2	0	31.4	104.7	0	4.3	119.2	117.9	0	108.2	137.2	82.4	0	3.7	55.5	139.3	74.9	0	9.2	98.2	5.5	55.4	0	142	40.1	119.6	0	
58	43.9	86.9	112.5	88.8	0	128.6	109.5	0	127.4	67.9	35.6	0	85.8	104.8	60.1	103.3	104.9	67.3	25.7	0	0	0	0	62.5	75.3	41.8	0	67.2	11.6	0	0	0	68.6	65.6	0	30.7	143	18.9	126.3	0.1	87.1	0	0	73.9	73.8	40.7	0	65.8	9.3	0	85.2	82.8	0	0	75.4	130.8	0	0	49.5	0.5	87	66.6	80.6	0	57	114.2	72.8	7.7	101.7	61.2	0	142.7	0	13.1	0	93.9	0	41.3	76.4	0	57.4	62.7	0	23.5	0	71.4	0	74.9	102	137	7.9	10.6	110	36.3	55.3	104.5	106.4	0	100	28.6	
59	13.3	123.3	42.6	52	0	41.3	37.9	124.1	102.3	40.8	59.1	0	0	59.2	0	95.9	120.2	0	118.7	58.4	132.3	15.3	40.7	124.6	25.3	83.3	58.6	0	120.5	31.5	109.8	141.8	100.7	72.7	0	68.9	0	23.2	19.2	0	0	105.4	11	38.4	5.1	0	132	59.7	126.9	0	0	57.4	0.8	35.7	0	0	77.9	0	0	0	51.2	66.2	13.9	136.6	135.4	129.9	0	100.8	0	105	126.6	84	0	122.9	13.2	76.1	0	70.2	0	26.8	66.5	0	5.3	68.9	88.2	0	0	22.1	6.6	81	85	27.6	2.9	0	0	10.4	0	0	0	0	
60	0	29.9	0	137.7	92.3	107.9	94	76.4	93.7	26.6	0	124.2	55.9	0	0	137.4	0	57.8	25.6	7.6	128.3	72.9	49.8	0	27	75.2	54.8	43.4	0	78.7	0	0	141.1	0	123.5	0	0	0	0	35.7	98.6	67.1	0	0	118.2	52.6	104.4	100.9	10.9	25.2	100.6	87.6	48.4	93.7	25.9	0	6.7	0	78.8	115.9	49.1	80.6	0	0	0	0	89.7	80.6	13.3	11.5	89.1	71	18.8	128.9	67.9	0	17.1	22.2	101	80.4	0	4.1	33.8	0	22.8	21.7	0	0	70.4	0	13.4	120.4	17.3	77	0	0	0	136.5	42.6	0	
